20745,15334.140934000632
20746,26316.00594924835
20747,9462.403344012278
20748,25850.508129072718
20749,27075.41892216929
20750,17695.653810993193
20751,16322.311336098177
20752,12808.121387141458
20753,14753.376734282225
20754,23423.046640772845
20755,16179.974264451292
20756,26289.035616001263
20757,18007.62557790648
20758,23151.49455731464
20759,19479.08731672727
20760,15818.37816823447
20761,21986.76396280809
20762,23424.24743400556
20763,21933.48437350756
20764,17112.91857664241
20765,12360.167194322297
20766,21645.196421387685
20767,22362.21457223203
20768,23946.814399725772
20769,22572.498973961425
20770,19658.169054786318
20771,26427.958974829504
20772,20509.707008938167
20773,14078.218218318605
20774,23219.807615592807
20775,24656.015414745958
20776,23941.52637064505
20777,12226.06153243965
20778,15110.788418678461
20779,16485.085363434482
20780,19291.047979667714
20781,25108.15025317933
20782,19981.247587725768
20783,14899.380928123743
20784,21837.97151863967
20785,22331.186725828833
20786,23547.59053634195
20787,14757.705503360754
20788,16361.001498300713
20789,20888.36832631084
20790,18469.799746533587
20791,21054.69897076424
20792,14808.99338479192
20793,22405.560942698063
20794,25444.71841512629
20795,25421.044168011213
20796,25821.220823883625
20797,25565.297910571917
20798,22401.09852021745
20799,11948.194812285788
20800,24452.81301717346
20801,20962.02848467733
20802,15907.598772081363
20803,11925.463245314182
20804,24343.273839621284
20805,14779.675895585882
20806,14016.33764205459
20807,13636.191911754286
20808,17665.20893996811
20809,24198.0231682214
20810,16000.01055089133
20811,14437.762594181931
20812,14580.718012848241
20813,22266.96379371951
20814,20639.55257286507
20815,24807.534819330423
20816,24772.707604575637
20817,14894.201608942334
20818,18101.840520034635
20819,14547.802817356282
20820,22732.17145911311
20821,24737.590359499543
20822,22083.234776729623
20823,13474.590938052706
20824,18853.10764767598
20825,23830.254063763245
20826,12374.056806031724
20827,20285.79120721008
20828,25746.52456095067
20829,22489.741215731978
20830,21590.16187205928
20831,23274.423332051825
20832,15112.291744868362
20833,15338.23621346775
20834,13687.211804288876
20835,19980.215220821345
20836,17369.349293614432
20837,14514.774277562326
20838,24948.655545065136
20839,19982.222587038603
20840,22936.79175078638
20841,12364.51250032712
20842,23623.59478524362
20843,24421.094412217026
20844,23299.355824695274
20845,24433.385435019733
20846,22431.022071762534
20847,23086.804341860414
20848,5709.349297227738
20849,22176.373536681345
20850,13194.700206761616
20851,14590.72095660966
20852,13503.493342427926
20853,16314.688658593777
20854,26413.52374991591
20855,24865.492644549067
20856,17629.68994519951
20857,24606.501356004323
20858,22026.510866981014
20859,16178.546212781115
20860,24633.723225333906
20861,13359.246648288634
20862,13906.656490331494
20863,21009.66116499456
20864,25191.008271456085
20865,17304.079916639414
20866,21127.57012553131
20867,21213.367111984087
20868,21941.08544045806
20869,22887.46461099867
20870,9972.14311998178
20871,24174.080075854697
20872,27928.48899161367
20873,26446.844516854355
20874,22213.318403318244
20875,20892.205595990446
20876,26407.617652334146
20877,16905.358752409258
20878,13489.981409783448
20879,13857.527875169482
20880,15395.01386098744
20881,16420.051969142576
20882,25166.346195169426
20883,22059.36703495092
20884,11838.092526221972
20885,20602.863694276428
20886,11615.759537708023
20887,23164.88455954537
20888,23218.12000931024
20889,20975.854453601387
20890,11563.293043486086
20891,20737.382865672917
20892,17563.069817717864
20893,23852.62237644559
20894,24855.070642519026
20895,26623.989304542607
20896,15413.07110469791
20897,12884.907768824247
20898,25679.612978527282
20899,24083.850701278203
20900,13481.845244522261
20901,13719.117447248429
20902,21588.40827102429
20903,25819.990020247693
20904,13039.666601152527
20905,16050.732567560179
20906,15742.592237120973
20907,16979.75768479636
20908,22198.068246783096
20909,21555.302895699784
20910,12429.444106747063
20911,18011.938969214854
20912,15139.67808835061
20913,22692.424913952716
20914,23335.061990765273
20915,16456.414830714028
20916,16903.45281776705
20917,19326.736314819187
20918,22762.851336566993
20919,24767.83274558692
20920,22852.980141196087
20921,22937.41195965349
20922,18937.24535463637
20923,12513.505596134062
20924,13221.627287553867
20925,25857.89932932701
20926,16092.614449095428
20927,12326.950954050733
20928,22025.332958507737
20929,23069.16833070213
20930,24602.20876726405
20931,13807.343053119172
20932,16283.033452200665
20933,17174.766647620705
20934,14165.34571607077
20935,23726.305358764508
20936,22741.711889916747
20937,21580.50620395773
20938,24548.440197557247
20939,17023.984375488428
20940,12180.076792057564
20941,23875.05266982554
20942,22586.709005555997
20943,18285.53126634271
20944,16515.64465754362
20945,12645.256379195216
20946,22128.321169572788
20947,21978.6402881833
20948,14439.116427054065
20949,24336.375920850987
20950,20804.97883725553
20951,12214.77631765325
20952,22101.782883292086
20953,26207.779802844994
20954,21897.333620439334
20955,13184.829189193744
20956,14095.088453479653
20957,22262.431129557375
20958,12598.413635042556
20959,24319.41428646232
20960,12649.210200381603
20961,22219.197474688215
20962,17416.75065888746
20963,17074.943148455928
20964,21178.49018147679
20965,21760.754685600143
20966,21914.469194384386
20967,20598.332966965914
20968,23348.001769433326
20969,14730.289147137879
20970,15407.573397061018
20971,16768.949390595582
20972,23656.546891193
20973,13816.473041165409
20974,11114.900617710033
20975,14810.105675562765
20976,19913.397715580657
20977,25165.126084725787
20978,21685.689730311267
20979,11958.514833929832
20980,14395.203266514745
20981,23388.24990250941
20982,23055.00474668511
20983,22839.142019696337
20984,21920.500869217653
20985,21426.242701554605
20986,14713.807231865485
20987,22774.93860268796
20988,17367.66025793833
20989,21948.16367994329
20990,24362.44808158555
20991,15247.333317967335
20992,21187.273152911806
20993,19718.839580263375
20994,16371.677185306948
20995,14144.039386300155
20996,21431.760934433798
20997,20883.367893329778
20998,18622.224341694353
20999,14990.948401620191
21000,15418.72618338944
21001,16461.117291158647
21002,12682.594790729858
21003,15195.237914034995
21004,14009.087478926082
21005,13735.50786867924
21006,24039.67252220026
21007,15602.665227650119
21008,25165.95187197311
21009,20685.072526314114
21010,22481.275290494737
21011,24668.260440423994
21012,15146.155245277185
21013,26735.23960742311
21014,25590.628068016882
21015,26579.51464210211
21016,16975.149043563615
21017,21725.949435091276
21018,22137.612848175166
21019,21543.32262485709
21020,15730.446120096733
21021,17767.155887911358
21022,21133.826432055903
21023,22285.301162026393
21024,19779.659139024552
21025,25061.836475251388
21026,9866.737722250531
21027,25696.224476511106
21028,9294.049526904402
21029,14862.22185919143
21030,20880.411400405796
21031,24594.8125501847
21032,14289.347796428161
21033,13271.026222246834
21034,18479.234985268442
21035,27397.077897691277
21036,15004.654957075149
21037,22025.165596682345
21038,28367.768117016785
21039,14933.607006008295
21040,11274.612185229642
21041,17411.846407864934
21042,18855.069593127555
21043,21575.72160095357
21044,25056.3893628942
21045,24613.641582825272
21046,25174.924600695376
21047,22081.647135570773
21048,13364.567842201552
21049,14267.741530341384
21050,26648.061591160767
21488,14290.375107498428
21489,20147.7417415644
21490,25221.89340398177
21491,17218.56999598011
21492,26212.146654030334
21493,19244.571338366706
21494,20848.75465110867
21495,26639.340535401738
21496,25535.08093928275
21497,24457.726088955675
21498,14928.188867078505
21499,23245.875106344753
21500,13093.739053810905
21501,8113.452884230737
21502,13172.072845208622
21503,24066.427876300735
21504,26221.20676862681
21505,23437.21569472356
21506,20083.65786532511
21507,23471.74572840891
21508,23568.391396722054
21509,26416.72142262085
21510,21656.13370990975
21511,14663.339600418936
21512,18021.843246993725
21513,23886.07123778244
21514,22171.23095332266
21515,19028.590001692814
21516,16278.05648432971
21517,22047.215638267215
21518,16355.492938093617
21519,14230.334099844846
21520,25910.310546082615
21521,25090.587405806527
21522,24755.795880015095
21523,26566.49940524357
21524,21931.662868365573
21525,13282.061673166143
21526,24520.461356540345
21527,19807.01465245366
21528,21060.46675798012
21529,24154.17206069268
21530,24720.724535427013
21531,19740.574299601474
21532,15376.26015232569
21533,22823.391914063057
21534,22222.912560600216
21535,24631.960571889715
21536,20016.90122782059
21537,16989.349138996804
21538,26375.0379396039
21539,12948.281755616217
21540,25661.466456224625
21541,25000.061299692326
21542,15031.919909656477
21543,24104.740093392313
21544,25544.849491693098
21545,21867.10075088046
21546,20363.886958517964
21547,26010.89600006874
21548,13195.354170003917
21549,23015.186473999263
21550,22989.245642863665
21551,21841.03077708379
21552,14673.987153626564
21553,18846.91800324776
21554,23976.787703785696
21555,20230.239188664753
21556,12869.493565408855
21557,22098.33114866828
21558,21056.307698557597
21559,27836.086960945195
21560,16235.744119727
21561,25002.243548177186
21562,23327.37591997508
21563,13072.254163741807
21564,21136.67152899106
21565,21506.52024664365
21566,16751.126422825197
21567,15826.69782090889
21568,23514.5185028891
21569,25244.147045189122
21570,15982.356440103546
21571,22946.490692317893
21572,22769.62850532426
21573,18035.944122282857
21574,19696.573982073
21575,24757.86232347887
21576,26650.079034667673
21577,24796.608879559368
21578,23573.342149293905
21579,15780.307152903933
21580,20692.754856474814
21581,12205.002167419618
21582,25123.58239801786
21583,13399.299036041446
21584,23321.322402087615
21585,15891.21868624309
21586,26076.41225723549
21587,23689.69748150001
21588,13647.967082104045
21589,22400.774929610063
21590,23376.38252825415
21591,22964.90711839678
21592,20748.328137126235
21593,20762.848858564048
21594,25530.300293643784
21595,19142.426897706406
21596,16277.076723544293
21597,14449.059139418896
21598,15976.494993078559
21599,24562.432470732874
21600,24689.954812872034
21601,27262.021923135104
21602,20687.66550131811
21603,12818.024205610658
21604,24769.127403184586
21605,24069.40943039961
21606,18329.402350899967
21607,17218.200315853
21608,25785.94318786916
21609,18725.1592540375
21610,22894.7870720169
21611,26504.932793186184
21612,24528.01784033201
21613,26832.224603936822
21614,22560.98848571607
21615,14311.137786033527
21616,21132.52255498225
21617,22440.97702949618
21618,22681.64452471908
21619,18988.442470253314
21620,25117.588949699933
21621,19997.28729247416
21622,12140.570095198662
21623,15539.178004193176
21624,20018.882030773177
21625,15246.50475809109
21626,15422.007309105444
21627,24356.266233975188
21628,14583.079653040784
21629,16418.144596379923
21630,23458.64820554806
21631,11760.074951917994
21632,21961.665117676286
21633,22701.974730082962
21634,20830.35799801944
21635,25377.440180349997
21636,13384.604155371959
